X,Y,Yaw
0.069,3.864340313,-1.080083218
0.07,3.862399252,-1.09507689
0.071,3.860389299,-1.109131422
0.072,3.858311027,-1.122326711
0.073,3.856165011,-1.134733389
0.074,3.853951822,-1.146416055
0.075,3.851672033,-1.157431879
0.076,3.849326212,-1.167833558
0.077,3.846914928,-1.177667776
0.078,3.844438746,-1.186977515
0.079,3.841898233,-1.195800905
0.08,3.839293952,-1.204173378
0.081,3.836626464,-1.212126889
0.082,3.83389633,-1.219690313
0.083,3.831104109,-1.226890236
0.084,3.828250358,-1.233750957
0.085,3.825335632,-1.240294719
0.086,3.822360484,-1.24654191
0.087,3.819325466,-1.252511153
0.088,3.816231129,-1.258219579
0.089,3.813078019,-1.263683332
0.09,3.809866684,-1.268916666
0.091,3.806597668,-1.273933277
0.092,3.803271514,-1.27874557
0.093,3.799888761,-1.283365276
0.094,3.796449949,-1.287802874
0.095,3.792955614,-1.29206848
0.096,3.789406291,-1.296171266
0.097,3.785802512,-1.300119915
0.098,3.782144808,-1.30392237
0.099,3.778433707,-1.30758618
0.1,3.774669737,-1.311118189
0.101,3.77085342,-1.314525185
0.102,3.76698528,-1.317813007
0.103,3.763065837,-1.3209875
0.104,3.759095608,-1.324054076
0.105,3.755075109,-1.327017698
0.106,3.751004853,-1.329883141
0.107,3.746885353,-1.332654724
0.108,3.742717117,-1.335336786
0.109,3.738500651,-1.337933249
0.11,3.734236462,-1.340447653
0.111,3.72992505,-1.342883748
0.112,3.725566917,-1.345244617
0.113,3.721162559,-1.347533571
0.114,3.716712472,-1.349753446
0.115,3.71221715,-1.351907021
0.116,3.707677083,-1.353997021
0.117,3.703092759,-1.356025933
0.118,3.698464665,-1.357996072
0.119,3.693793284,-1.359909765
0.12,3.689079098,-1.36176909
0.121,3.684322584,-1.363576194
0.122,3.679524221,-1.36533282
0.123,3.674684481,-1.367041001
0.124,3.669803837,-1.368702342
0.125,3.664882757,-1.370318614
0.126,3.659921709,-1.371891307
0.127,3.654921156,-1.373422034
0.128,3.649881561,-1.374912142
0.129,3.644803381,-1.376363143
0.13,3.639687076,-1.377776146
0.131,3.634533098,-1.379152614
0.132,3.629341899,-1.380493653
0.133,3.624113929,-1.381800395
0.134,3.618849635,-1.383073956
0.135,3.613549461,-1.384315406
0.136,3.608213848,-1.385525767
0.137,3.602843236,-1.386705952
0.138,3.597438062,-1.387856902
0.139,3.591998759,-1.388979552
0.14,3.58652576,-1.39007467
0.141,3.581019494,-1.391143118
0.142,3.575480386,-1.392185727
0.143,3.569908861,-1.393203169
0.144,3.564305341,-1.394196181
0.145,3.558670244,-1.395165502
0.146,3.553003987,-1.396111754
0.147,3.547306983,-1.397035623
0.148,3.541579644,-1.397937681
0.149,3.535822378,-1.398818565
0.15,3.530035591,-1.399678832
0.151,3.524219688,-1.40051899
0.152,3.518375068,-1.401339669
0.153,3.512502131,-1.40214128
0.154,3.506601273,-1.40292436
0.155,3.500672886,-1.403689425
0.156,3.494717361,-1.404436891
0.157,3.488735087,-1.405167187
0.158,3.482726449,-1.405880782
0.159,3.476691831,-1.406578048
0.16,3.470631613,-1.407259422
0.161,3.464546173,-1.407925278
0.162,3.458435887,-1.408575973
0.163,3.452301127,-1.409211907
0.164,3.446142264,-1.409833388
0.165,3.439959667,-1.410440741
0.166,3.433753699,-1.41103438
0.167,3.427524725,-1.411614507
0.168,3.421273105,-1.412181491
0.169,3.414999196,-1.412735639
0.17,3.408703354,-1.413277201
0.171,3.402385932,-1.413806466
0.172,3.39604728,-1.414323717
0.173,3.389687746,-1.414829201
0.174,3.383307675,-1.415323184
0.175,3.37690741,-1.4158059
0.176,3.370487293,-1.416277551
0.177,3.36404766,-1.416738451
0.178,3.357588847,-1.417188767
0.179,3.351111188,-1.417628703
0.18,3.344615013,-1.418058508
0.181,3.33810065,-1.418478376
0.182,3.331568426,-1.418888471
0.183,3.325018662,-1.419289069
0.184,3.318451682,-1.419680234
0.185,3.311867802,-1.420062274
0.186,3.305267339,-1.420435289
0.187,3.298650608,-1.420799442
0.188,3.292017918,-1.421154981
0.189,3.28536958,-1.421501972
0.19,3.278705901,-1.421840607
0.191,3.272027183,-1.422171099
0.192,3.26533373,-1.422493502
0.193,3.25862584,-1.422808041
0.194,3.251903812,-1.423114785
0.195,3.245167941,-1.423413907
0.196,3.238418518,-1.423705578
0.197,3.231655834,-1.423989879
0.198,3.224880178,-1.424266931
0.199,3.218091835,-1.424536893
0.2,3.211291089,-1.424799859
0.201,3.20447822,-1.425055983
0.202,3.197653509,-1.42530531
0.203,3.190817232,-1.425548009
0.204,3.183969662,-1.425784206
0.205,3.177111074,-1.426013917
0.206,3.170241736,-1.426237345
0.207,3.163361917,-1.426454523
0.208,3.156471882,-1.426665588
0.209,3.149571896,-1.426870589
0.21,3.142662218,-1.427069699
0.211,3.135743109,-1.427262922
0.212,3.128814826,-1.427450386
0.213,3.121877623,-1.427632193
0.214,3.114931753,-1.427808406
0.215,3.107977468,-1.427979083
0.216,3.101015014,-1.428144384
0.217,3.09404464,-1.428304284
0.218,3.087066589,-1.428458939
0.219,3.080081103,-1.428608401
0.22,3.073088424,-1.428752702
0.221,3.066088788,-1.428891992
0.222,3.059082432,-1.429026279
0.223,3.052069591,-1.429155631
0.224,3.045050496,-1.429280154
0.225,3.038025377,-1.429399892
0.226,3.030994462,-1.429514908
0.227,3.023957978,-1.429625244
0.228,3.016916149,-1.429730981
0.229,3.009869196,-1.429832199
0.23,3.00281734,-1.429928917
0.231,2.995760799,-1.430021211
0.232,2.988699789,-1.430109138
0.233,2.981634524,-1.430192753
0.234,2.974565218,-1.430272071
0.235,2.967492081,-1.430347186
0.236,2.96041532,-1.430418168
0.237,2.953335144,-1.430484992
0.238,2.946251756,-1.430547785
0.239,2.93916536,-1.43060654
0.24,2.932076158,-1.430661306
0.241,2.924984348,-1.430712168
0.242,2.917890127,-1.430759156
0.243,2.910793693,-1.430802258
0.244,2.903695238,-1.430841597
0.245,2.896594954,-1.43087718
0.246,2.889493032,-1.430909032
0.247,2.882389661,-1.430937197
0.248,2.875285027,-1.430961737
0.249,2.868179316,-1.430982656
0.25,2.86107271,-1.431000035
0.251,2.853965391,-1.431013878
0.252,2.846857539,-1.431024224
0.253,2.839749332,-1.431031114
0.254,2.832640947,-1.431034568
0.255,2.825532558,-1.431034646
0.256,2.818424339,-1.431031347
0.257,2.81131646,-1.431024748
0.258,2.804209092,-1.431014829
0.259,2.797102402,-1.431001666
0.26,2.789996558,-1.430985239
0.261,2.782891723,-1.430965641
0.262,2.775788062,-1.430942832
0.263,2.768685736,-1.430916886
0.264,2.761584905,-1.430887819
0.265,2.754485727,-1.430855665
0.266,2.747388359,-1.430820441
0.267,2.740292958,-1.430782142
0.268,2.733199675,-1.430740879
0.269,2.726108665,-1.43069657
0.27,2.719020076,-1.430649345
0.271,2.71193406,-1.430599121
0.272,2.704850762,-1.430546027
0.273,2.697770331,-1.430489979
0.274,2.690692909,-1.430431107
0.275,2.683618641,-1.430369346
0.276,2.676547668,-1.430304766
0.277,2.66948013,-1.430237379
0.278,2.662416167,-1.430167178
0.279,2.655355916,-1.430094212
0.28,2.648299513,-1.430018494
0.281,2.641247092,-1.429940054
0.282,2.634198786,-1.429858902
0.283,2.627154727,-1.42977505
0.284,2.620115047,-1.429688488
0.285,2.613079872,-1.429599325
0.286,2.606049332,-1.429507472
0.287,2.599023553,-1.429412998
0.288,2.592002659,-1.429315933
0.289,2.584986773,-1.429216287
0.29,2.577976019,-1.429114029
0.291,2.570970517,-1.429009227
0.292,2.563970387,-1.428901872
0.293,2.556975746,-1.428792012
0.294,2.549986713,-1.428679595
0.295,2.543003402,-1.428564711
0.296,2.536025928,-1.428447327
0.297,2.529054404,-1.428327473
0.298,2.522088943,-1.428205136
0.299,2.515129654,-1.428080385
0.3,2.508176648,-1.427953168
0.301,2.501230032,-1.427823553
0.302,2.494289913,-1.427691528
0.303,2.487356398,-1.42755708
0.304,2.48042959,-1.427420278
0.305,2.473509593,-1.427281089
0.306,2.466596509,-1.427139541
0.307,2.459690439,-1.426995641
0.308,2.452791483,-1.426849397
0.309,2.44589974,-1.426700816
0.31,2.439015307,-1.426549925
0.311,2.43213828,-1.426396733
0.312,2.425268755,-1.426241225
0.313,2.418406826,-1.426083429
0.314,2.411552586,-1.425923353
0.315,2.404706126,-1.425761024
0.316,2.397867537,-1.425596428
0.317,2.391036909,-1.425429572
0.318,2.384214331,-1.425260463
0.319,2.37739989,-1.425089129
0.32,2.370593672,-1.424915577
0.321,2.363795764,-1.424739771
0.322,2.357006248,-1.424561803
0.323,2.350225209,-1.424381595
0.324,2.343452729,-1.424199195
0.325,2.336688888,-1.424014633
0.326,2.329933767,-1.423827871
0.327,2.323187446,-1.423638917
0.328,2.316450002,-1.423447821
0.329,2.309721513,-1.423254545
0.33,2.303002054,-1.42305914
0.331,2.296291701,-1.42286157
0.332,2.289590529,-1.422661841
0.333,2.282898609,-1.422460025
0.334,2.276216015,-1.422256041
0.335,2.269542818,-1.422049941
0.336,2.262879089,-1.421841708
0.337,2.256224896,-1.421631394
0.338,2.249580308,-1.421418962
0.339,2.242945394,-1.421204395
0.34,2.236320218,-1.420987791
0.341,2.229704848,-1.420769044
0.342,2.223099348,-1.420548227
0.343,2.216503782,-1.420325327
0.344,2.209918214,-1.420100327
0.345,2.203342704,-1.419873302
0.346,2.196777315,-1.419644169
0.347,2.190222108,-1.419412956
0.348,2.18367714,-1.419179741
0.349,2.177142472,-1.418944416
0.35,2.170618162,-1.418707033
0.351,2.164104265,-1.418467647
0.352,2.157600839,-1.418226172
0.353,2.151107939,-1.417982661
0.354,2.14462562,-1.4177371
0.355,2.138153934,-1.417489542
0.356,2.131692935,-1.417239925
0.357,2.125242676,-1.416988256
0.358,2.118803207,-1.41673459
0.359,2.112374579,-1.416478887
0.36,2.105956842,-1.416221156
0.361,2.099550045,-1.415961405
0.362,2.093154235,-1.415699664
0.363,2.086769461,-1.415435871
0.364,2.080395769,-1.415170081
0.365,2.074033205,-1.414902278
0.366,2.067681815,-1.414632448
0.367,2.061341642,-1.414360645
0.368,2.05501273,-1.414086831
0.369,2.048695123,-1.413810988
0.37,2.042388862,-1.413533176
0.371,2.03609399,-1.413253328
0.372,2.029810546,-1.412971527
0.373,2.023538572,-1.412687684
0.374,2.017278107,-1.412401856
0.375,2.011029188,-1.412114077
0.376,2.004791855,-1.411824258
0.377,1.998566145,-1.411532456
0.378,1.992352094,-1.411238681
0.379,1.986149739,-1.410942892
0.38,1.979959114,-1.41064515
0.381,1.973780255,-1.410345387
0.382,1.967613196,-1.410043638
0.383,1.961457969,-1.409739939
0.384,1.955314608,-1.409434223
0.385,1.949183145,-1.409126525
0.386,1.943063611,-1.408816856
0.387,1.936956038,-1.408505172
0.388,1.930860454,-1.408191564
0.389,1.924776891,-1.40787591
0.39,1.918705377,-1.4075583
0.391,1.91264594,-1.407238718
0.392,1.906598608,-1.406917148
0.393,1.900563408,-1.406593601
0.394,1.894540368,-1.406268034
0.395,1.888529512,-1.405940539
0.396,1.882530867,-1.40561102
0.397,1.876544456,-1.405279568
0.398,1.870570306,-1.40494606
0.399,1.864608438,-1.404610643
0.4,1.858658877,-1.404273192
0.401,1.852721644,-1.403933801
0.402,1.846796763,-1.403592373
0.403,1.840884254,-1.403249001
0.404,1.834984138,-1.402903643
0.405,1.829096436,-1.402556283
0.406,1.823221167,-1.402206961
0.407,1.817358352,-1.401855606
0.408,1.811508008,-1.401502315
0.409,1.805670154,-1.401147015
0.41,1.799844808,-1.400789721
0.411,1.794031987,-1.400430444
0.412,1.788231707,-1.400069198
0.413,1.782443985,-1.399705939
0.414,1.776668837,-1.399340681
0.415,1.770906278,-1.398973437
0.416,1.765156322,-1.398604221
0.417,1.759418985,-1.398232958
0.418,1.753694279,-1.397859752
0.419,1.747982217,-1.397484558
0.42,1.742282814,-1.3971073
0.421,1.73659608,-1.396728114
0.422,1.730922028,-1.396346893
0.423,1.72526067,-1.395963653
0.424,1.719612015,-1.395578469
0.425,1.713976076,-1.395191205
0.426,1.708352861,-1.394801998
0.427,1.70274238,-1.394410772
0.428,1.697144643,-1.394017511
0.429,1.691559657,-1.393622294
0.43,1.685987433,-1.393224982
0.431,1.680427976,-1.392825745
0.432,1.674881294,-1.392424477
0.433,1.669347396,-1.392021129
0.434,1.663826286,-1.391615846
0.435,1.658317971,-1.391208518
0.436,1.652822457,-1.390799162
0.437,1.647339749,-1.390387794
0.438,1.641869852,-1.3899744
0.439,1.63641277,-1.389558999
0.44,1.630968508,-1.389141543
0.441,1.625537069,-1.388722081
0.442,1.620118456,-1.388300602
0.443,1.614712672,-1.387877088
0.444,1.60931972,-1.387451527
0.445,1.603939601,-1.38702397
0.446,1.598572318,-1.386594337
0.447,1.593217872,-1.386162679
0.448,1.587876263,-1.385729016
0.449,1.582547493,-1.385293267
0.45,1.577231561,-1.38485552
0.451,1.571928467,-1.384415725
0.452,1.566638211,-1.383973869
0.453,1.561360792,-1.383529972
0.454,1.556096208,-1.383084056
0.455,1.550844458,-1.382636071
0.456,1.545605539,-1.382186073
0.457,1.540379451,-1.381733944
0.458,1.535166189,-1.381279846
0.459,1.52996575,-1.380823694
0.46,1.524778132,-1.380365439
0.461,1.519603331,-1.379905139
0.462,1.514441342,-1.379442817
0.463,1.509292161,-1.378978423
0.464,1.504155784,-1.378511943
0.465,1.499032205,-1.378043437
0.466,1.493921419,-1.377572856
0.467,1.488823419,-1.377100259
0.468,1.483738201,-1.376625523
0.469,1.478665758,-1.376148746
0.47,1.473606082,-1.375669952
0.471,1.468559168,-1.375189016
0.472,1.463525007,-1.374706076
0.473,1.458503591,-1.374221081
0.474,1.453494914,-1.373733942
0.475,1.448498966,-1.373244799
0.476,1.443515739,-1.372753564
0.477,1.438545224,-1.372260262
0.478,1.433587412,-1.371764881
0.479,1.428642294,-1.371267408
0.48,1.423709859,-1.37076791
0.481,1.418790097,-1.370266335
0.482,1.413882998,-1.369762671
0.483,1.408988551,-1.369256945
0.484,1.404106745,-1.368749147
0.485,1.39923757,-1.368239223
0.486,1.394381012,-1.367727324
0.487,1.389537061,-1.367213276
0.488,1.384705703,-1.36669723
0.489,1.379886928,-1.366179011
0.49,1.375080721,-1.365658813
0.491,1.37028707,-1.365136501
0.492,1.365505961,-1.364612147
0.493,1.360737381,-1.364085699
0.494,1.355981316,-1.363557187
0.495,1.351237752,-1.3630266
0.496,1.346506673,-1.362494013
0.497,1.341788066,-1.361959287
0.498,1.337081915,-1.36142254
0.499,1.332388205,-1.360883719
0.5,1.327706921,-1.360342814
0.501,1.323038046,-1.359799901
0.502,1.318381564,-1.359254927
0.503,1.313737458,-1.358707926
0.504,1.309105713,-1.3581588
0.505,1.304486311,-1.357607672
0.506,1.299879234,-1.357054534
0.507,1.295284465,-1.356499331
0.508,1.290701986,-1.355942098
0.509,1.28613178,-1.355382782
0.51,1.281573827,-1.354821511
0.511,1.277028109,-1.354258184
0.512,1.272494606,-1.353692885
0.513,1.267973301,-1.353125466
0.514,1.263464172,-1.352556152
0.515,1.2589672,-1.351984795
0.516,1.254482365,-1.351411435
0.517,1.250009647,-1.350836062
0.518,1.245549024,-1.350258766
0.519,1.241100477,-1.349679395
0.52,1.236663982,-1.349098182
0.521,1.23223952,-1.34851488
0.522,1.227827067,-1.347929724
0.523,1.223426602,-1.347342562
0.524,1.219038102,-1.346753485
0.525,1.214661544,-1.346162488
0.526,1.210296906,-1.345569515
0.527,1.205944163,-1.34497471
0.528,1.201603292,-1.344377968
0.529,1.197274269,-1.343779335
0.53,1.192957069,-1.343178855
0.531,1.188651668,-1.342576474
0.532,1.184358041,-1.341972239
0.533,1.180076162,-1.341366197
0.534,1.175806005,-1.340758345
0.535,1.171547544,-1.34014868
0.536,1.167300753,-1.339537198
0.537,1.163065605,-1.33892395
0.538,1.158842073,-1.338308933
0.539,1.154630129,-1.337692199
0.54,1.150429745,-1.337073745
0.541,1.146240893,-1.336453571
0.542,1.142063544,-1.33583173
0.543,1.137897669,-1.335208222
0.544,1.133743238,-1.3345831
0.545,1.129600222,-1.333956312
0.546,1.125468589,-1.333328021
0.547,1.121348309,-1.332698121
0.548,1.117239351,-1.332066668
0.549,1.113141683,-1.331433719
0.55,1.109055271,-1.330799391
0.551,1.104980085,-1.330163461
0.552,1.100916089,-1.329526273
0.553,1.096863251,-1.328887605
0.554,1.092821535,-1.328247689
0.555,1.088790907,-1.327606418
0.556,1.084771332,-1.326963855
0.557,1.080762772,-1.326320181
0.558,1.07676519,-1.325675347
0.559,1.07277855,-1.325029303
0.56,1.068802814,-1.324382175
0.561,1.064837941,-1.323734152
0.562,1.060883892,-1.323085126
0.563,1.056940627,-1.322435169
0.564,1.053008105,-1.321784353
0.565,1.049086283,-1.321132814
0.566,1.045175118,-1.320480567
0.567,1.041274566,-1.319827689
0.568,1.037384582,-1.319174257
0.569,1.033505119,-1.318520416
0.57,1.029636132,-1.317866058
0.571,1.025777571,-1.317211517
0.572,1.021929386,-1.316556816
0.573,1.018091528,-1.315901915
0.574,1.014263943,-1.315247156
0.575,1.010446578,-1.314592501
0.576,1.006639378,-1.313938108
0.577,1.002842286,-1.313284135
0.578,0.999055243,-1.312630743
0.579,0.995278188,-1.311978098
0.58,0.99151106,-1.311326235
0.581,0.987753792,-1.310675586
0.582,0.984006319,-1.310026062
0.583,0.980268571,-1.309378036
0.584,0.976540475,-1.308731755
0.585,0.972821956,-1.308087403
0.586,0.969112936,-1.307445234
0.587,0.965413332,-1.306805643
0.588,0.96172306,-1.306168758
0.589,0.958042027,-1.305535256
0.59,0.954370141,-1.304905138
0.591,0.950707301,-1.304279097
0.592,0.947053401,-1.303657558
0.593,0.943408329,-1.303041023
0.594,0.939771967,-1.302430001
0.595,0.936144185,-1.301825432
0.596,0.932524847,-1.301227845
0.597,0.928913806,-1.300638133
0.598,0.9253109,-1.300057487
0.599,0.921715954,-1.29948697
0.6,0.918128775,-1.29892802
0.601,0.914549148,-1.298382386
0.602,0.910976832,-1.297852125
0.603,0.907411533,-1.297341292
0.604,0.903852907,-1.296853769
0.605,0.90030056,-1.296393482
0.606,0.896754045,-1.295964609
0.607,0.893212854,-1.295571952
0.608,0.889676417,-1.295220408
0.609,0.886144075,-1.294916892
0.61,0.882615062,-1.294669671
0.611,0.879088445,-1.29449147
0.612,0.875563006,-1.294403775
0.613,0.872036771,-1.294463038
0.614,0.868513076,-1.294273844
0.615,0.864995962,-1.293782477
0.616,0.861489646,-1.292972553
0.617,0.857998362,-1.291837339
0.618,0.854526267,-1.290374994
0.619,0.851077334,-1.288589874
0.62,0.847655227,-1.286494524
0.621,0.844263168,-1.284111278
0.622,0.840903841,-1.281470549
0.623,0.837579346,-1.278607982
0.624,0.834291238,-1.275558282
0.625,0.831040607,-1.272351959
0.626,0.827828184,-1.269012812
0.627,0.824654443,-1.265557656
0.628,0.821519676,-1.261998057
0.629,0.818424048,-1.258341614
0.63,0.815367638,-1.254592841
0.631,0.812350459,-1.250754863
0.632,0.809372474,-1.24682964
0.633,0.806433609,-1.242818133
0.634,0.803533754,-1.238721449
0.635,0.800672773,-1.234539869
0.636,0.797850503,-1.230273966
0.637,0.795066761,-1.225923728
0.638,0.792321345,-1.221489176
0.639,0.789614033,-1.216970606
0.64,0.786944589,-1.212367755
0.641,0.784312761,-1.20768074
0.642,0.781718284,-1.202909447
0.643,0.77916088,-1.1980539
0.644,0.776640263,-1.193113592
0.645,0.774156133,-1.188088943
0.646,0.771708182,-1.182979701
0.647,0.769296094,-1.17778573
0.648,0.766919544,-1.172507164
0.649,0.7645782,-1.167143979
0.65,0.762271724,-1.161696124
0.651,0.759999773,-1.156163506
0.652,0.757761995,-1.150546814
0.653,0.755558036,-1.144845735
0.654,0.753387537,-1.139060566
0.655,0.751250134,-1.133191748
0.656,0.74914546,-1.127239508
0.657,0.747073144,-1.121204385
0.658,0.745032814,-1.115086496
0.659,0.743024093,-1.108886853
0.66,0.741046602,-1.102606048
0.661,0.739099963,-1.09624419
0.662,0.737183793,-1.089802755
0.663,0.735297709,-1.083282339
0.664,0.733441326,-1.07668411
0.665,0.73161426,-1.070008714
0.666,0.729816125,-1.063257615
0.667,0.728046534,-1.056432219
0.668,0.726305101,-1.049533605
0.669,0.724591441,-1.042562975
0.67,0.722905165,-1.035522966
0.671,0.72124589,-1.02841381
0.672,0.719613229,-1.021238479
0.673,0.718006797,-1.013998543
0.674,0.716426212,-1.006695409
0.675,0.71487109,-0.999332042
0.676,0.713341049,-0.991910448
0.677,0.71183571,-0.984432453
0.678,0.710354692,-0.976901555
0.679,0.708897619,-0.969319253
0.68,0.707464115,-0.961688732
0.681,0.706053804,-0.954013367
0.682,0.704666315,-0.946295018
0.683,0.703301277,-0.938537332
0.684,0.701958321,-0.930743437
0.685,0.700637081,-0.922916227
0.686,0.699337192,-0.915059434
0.687,0.698058291,-0.907176572
0.688,0.69680002,-0.899270111
0.689,0.695562019,-0.891345314
0.69,0.694343934,-0.883404462
0.691,0.693145411,-0.875452283
0.692,0.6919661,-0.867492001
0.693,0.690805654,-0.859527302
0.694,0.689663726,-0.851563239
0.695,0.688539974,-0.843602803
0.696,0.687434059,-0.835649874
0.697,0.686345642,-0.827709747
0.698,0.685274389,-0.819785519
0.699,0.684219968,-0.811881672
0.7,0.683182049,-0.804002742
0.701,0.682160308,-0.796151352
0.702,0.68115442,-0.788333513
0.703,0.680164064,-0.780552837
0.704,0.679188923,-0.772812891
0.705,0.678228682,-0.765118234
0.706,0.677283029,-0.7574729
0.707,0.676351655,-0.749880889
0.708,0.675434254,-0.742346156
0.709,0.674530524,-0.734872057
0.71,0.673640163,-0.727464092
0.711,0.672762875,-0.72012439
0.712,0.671898365,-0.712857784
0.713,0.671046343,-0.705666769
0.714,0.67020652,-0.69855604
0.715,0.669378611,-0.691528478
0.716,0.668562333,-0.68458804
0.717,0.667757408,-0.677736785
0.718,0.66696356,-0.670978449
0.719,0.666180515,-0.664316686
0.72,0.665408002,-0.657754428
0.721,0.664645756,-0.651292591
0.722,0.663893511,-0.644936361
0.723,0.663151006,-0.638687027
0.724,0.662417984,-0.632546348
0.725,0.661694188,-0.626518556
0.726,0.660979367,-0.620603842
0.727,0.660273271,-0.614805533
0.728,0.659575654,-0.609124844
0.729,0.658886273,-0.603563509
0.73,0.658204886,-0.598124487
0.731,0.657531258,-0.592806516
0.732,0.656865152,-0.587614349
0.733,0.656206338,-0.582546421
0.734,0.655554587,-0.577605167
0.735,0.654909673,-0.572791512
0.736,0.654271373,-0.568106244
0.737,0.653639467,-0.563550021
0.738,0.653013737,-0.559124087
0.739,0.65239397,-0.554827406
0.74,0.651779955,-0.550660963
0.741,0.651171481,-0.546627095
0.742,0.650568345,-0.542722193
0.743,0.649970342,-0.538949824
0.744,0.649377273,-0.53530759
0.745,0.64878894,-0.531796653
0.746,0.648205149,-0.528415852
0.747,0.647625708,-0.525165404
0.748,0.647050427,-0.522045433
0.749,0.64647912,-0.519054463
0.75,0.645911605,-0.51619091
0.751,0.645347699,-0.513456878
0.752,0.644787224,-0.51084985
0.753,0.644230006,-0.508367966
0.754,0.643675871,-0.506012331
0.755,0.643124648,-0.50378169
0.756,0.642576171,-0.501673169
0.757,0.642030274,-0.499687658
0.758,0.641486795,-0.497822903
0.759,0.640945575,-0.496077347
0.76,0.640406455,-0.494451687
0.761,0.639869281,-0.492942695
0.762,0.639333902,-0.49154862
0.763,0.638800167,-0.49026999
0.764,0.63826793,-0.489103391
0.765,0.637737045,-0.488049247
0.766,0.637207371,-0.487104037
0.767,0.636678769,-0.486266528
0.768,0.6361511,-0.48553701
0.769,0.635624231,-0.484911039
0.77,0.635098028,-0.484389602
0.771,0.634572362,-0.483968955
0.772,0.634047106,-0.483647666
0.773,0.633522133,-0.483425835
0.774,0.632997322,-0.483298827
0.775,0.632472551,-0.483267465
0.776,0.631947703,-0.483327837
0.777,0.631422661,-0.483479926
0.778,0.630897312,-0.483720554
0.779,0.630371544,-0.484048869
0.78,0.629845249,-0.484461649
0.781,0.629318318,-0.484959566
0.782,0.628790649,-0.48553701
0.783,0.628262137,-0.486196181
0.784,0.627732683,-0.48693222
0.785,0.627202188,-0.487744947
0.786,0.626670556,-0.488631823
0.787,0.626137693,-0.489591078
0.788,0.625603508,-0.490620154
0.789,0.62506791,-0.491718817
0.79,0.624530812,-0.492883712
0.791,0.623992128,-0.494113812
0.792,0.623451774,-0.495407302
0.793,0.622909668,-0.496762363
0.794,0.622365731,-0.498176402
0.795,0.621819885,-0.499648366
0.796,0.621272054,-0.501176427
0.797,0.620722165,-0.502757986
0.798,0.620170145,-0.504392752
0.799,0.619615923,-0.50607889
0.8,0.619059433,-0.507812278
0.801,0.618500607,-0.509594147
0.802,0.61793938,-0.511421908
0.803,0.617375691,-0.513292218
0.804,0.616809478,-0.515205543
0.805,0.616240681,-0.517160065
0.806,0.615669244,-0.519152468
0.807,0.61509511,-0.521183214
0.808,0.614518225,-0.523249753
0.809,0.613938538,-0.52534955
0.81,0.613355997,-0.527483074
0.811,0.612770553,-0.5296478
0.812,0.612182159,-0.531841967
0.813,0.611590769,-0.534064564
0.814,0.610996338,-0.536314585
0.815,0.610398824,-0.538589554
0.816,0.609798187,-0.540887751
0.817,0.609194385,-0.5432104
0.818,0.608587381,-0.545553591
0.819,0.607977139,-0.547916367
0.82,0.607363623,-0.550298504
0.821,0.6067468,-0.552697605
0.822,0.606126637,-0.555113459
0.823,0.605503103,-0.557544418
0.824,0.604876168,-0.559989566
