X,Y,Yaw
0.144,4.462063552,-1.455998504
0.145,4.453366221,-1.456321209
0.146,4.444644658,-1.456636506
0.147,4.435899295,-1.456944504
0.148,4.427130558,-1.457245383
0.149,4.418338873,-1.457539242
0.15,4.40952466,-1.457826253
0.151,4.400688336,-1.458106546
0.152,4.391830318,-1.45838021
0.153,4.382951017,-1.458647406
0.154,4.374050842,-1.458908242
0.155,4.3651302,-1.459162822
0.156,4.356189492,-1.459411296
0.157,4.347229119,-1.459653739
0.158,4.338249477,-1.459890281
0.159,4.329250962,-1.460120993
0.16,4.320233962,-1.460346037
0.161,4.311198868,-1.460565439
0.162,4.302146063,-1.460779358
0.163,4.293075929,-1.460987865
0.164,4.283988846,-1.461191039
0.165,4.274885189,-1.461388995
0.166,4.265765333,-1.461581785
0.167,4.256629648,-1.461769519
0.168,4.2474785,-1.461952292
0.169,4.238312255,-1.462130152
0.17,4.229131274,-1.4623032
0.171,4.219935916,-1.462471505
0.172,4.210726538,-1.462635131
0.173,4.201503492,-1.462794175
0.174,4.192267128,-1.462948698
0.175,4.183017795,-1.46309875
0.176,4.173755837,-1.463244423
0.177,4.164481596,-1.463385773
0.178,4.155195412,-1.463522856
0.179,4.14589762,-1.46365576
0.18,4.136588555,-1.463784516
0.181,4.127268547,-1.463909207
0.182,4.117937925,-1.464029874
0.183,4.108597014,-1.464146586
0.184,4.099246137,-1.464259393
0.185,4.089885614,-1.464368352
0.186,4.080515763,-1.464473507
0.187,4.071136898,-1.464574927
0.188,4.061749332,-1.464672642
0.189,4.052353375,-1.464766706
0.19,4.042949332,-1.464857194
0.191,4.033537509,-1.464944112
0.192,4.024118207,-1.465027534
0.193,4.014691725,-1.465107497
0.194,4.00525836,-1.46518404
0.195,3.995818406,-1.46525721
0.196,3.986372155,-1.465327043
0.197,3.976919895,-1.465393597
0.198,3.967461912,-1.465456905
0.199,3.957998491,-1.46551699
0.2,3.948529914,-1.465573896
0.201,3.939056458,-1.465627689
0.202,3.929578401,-1.465678366
0.203,3.920096016,-1.465725992
0.204,3.910609576,-1.465770575
0.205,3.90111935,-1.465812167
0.206,3.891625603,-1.465850817
0.207,3.882128601,-1.465886523
0.208,3.872628606,-1.465919333
0.209,3.863125877,-1.465949286
0.21,3.853620672,-1.465976398
0.211,3.844113245,-1.466000717
0.212,3.83460385,-1.466022246
0.213,3.825092736,-1.466041045
0.214,3.815580151,-1.466057125
0.215,3.806066342,-1.466070502
0.216,3.796551551,-1.466081232
0.217,3.78703602,-1.466089316
0.218,3.777519988,-1.466094788
0.219,3.768003691,-1.466097683
0.22,3.758487364,-1.46609801
0.221,3.74897124,-1.466095793
0.222,3.739455548,-1.466091075
0.223,3.729940515,-1.466083876
0.224,3.720426369,-1.466074185
0.225,3.710913333,-1.466062055
0.226,3.701401627,-1.466047517
0.227,3.691891471,-1.466030569
0.228,3.682383083,-1.466011231
0.229,3.672876677,-1.465989544
0.23,3.663372467,-1.465965505
0.231,3.653870663,-1.465939154
0.232,3.644371474,-1.4659105
0.233,3.634875108,-1.465879548
0.234,3.625381768,-1.465846351
0.235,3.615891658,-1.465810893
0.236,3.606404978,-1.465773213
0.237,3.596921927,-1.465733317
0.238,3.587442702,-1.465691223
0.239,3.577967498,-1.465646948
0.24,3.568496507,-1.465600518
0.241,3.55902992,-1.46555194
0.242,3.549567927,-1.465501218
0.243,3.540110713,-1.465448402
0.244,3.530658465,-1.465393464
0.245,3.521211366,-1.465336441
0.246,3.511769596,-1.465277359
0.247,3.502333336,-1.465216201
0.248,3.492902763,-1.465153005
0.249,3.483478052,-1.465087785
0.25,3.474059379,-1.465020523
0.251,3.464646913,-1.464951289
0.252,3.455240827,-1.464880032
0.253,3.445841288,-1.46480681
0.254,3.436448464,-1.464731604
0.255,3.427062518,-1.464654462
0.256,3.417683615,-1.464575354
0.257,3.408311916,-1.464494315
0.258,3.39894758,-1.464411361
0.259,3.389590765,-1.464326494
0.26,3.380241628,-1.464239715
0.261,3.370900323,-1.464151051
0.262,3.361567003,-1.464060503
0.263,3.35224182,-1.463968074
0.264,3.342924922,-1.463873799
0.265,3.333616458,-1.463777659
0.266,3.324316573,-1.463679689
0.267,3.315025413,-1.463579868
0.268,3.305743121,-1.463478221
0.269,3.296469837,-1.463374773
0.27,3.287205702,-1.463269502
0.271,3.277950853,-1.463162444
0.272,3.268705428,-1.463053578
0.273,3.259469561,-1.46294294
0.274,3.250243386,-1.462830519
0.275,3.241027035,-1.462716328
0.276,3.231820638,-1.462600381
0.277,3.222624325,-1.462482667
0.278,3.213438222,-1.462363221
0.279,3.204262456,-1.462242022
0.28,3.19509715,-1.462119106
0.281,3.185942429,-1.461994438
0.282,3.176798413,-1.461868067
0.283,3.167665222,-1.461739982
0.284,3.158542976,-1.461610172
0.285,3.149431791,-1.461478672
0.286,3.140331783,-1.461345473
0.287,3.131243066,-1.461210587
0.288,3.122165753,-1.461074014
0.289,3.113099956,-1.460935755
0.29,3.104045786,-1.460795811
0.291,3.09500335,-1.460654219
0.292,3.085972756,-1.460510955
0.293,3.076954111,-1.460366019
0.294,3.067947519,-1.460219438
0.295,3.058953083,-1.460071211
0.296,3.049970906,-1.459921326
0.297,3.041001089,-1.459769797
0.298,3.032043731,-1.459616636
0.299,3.02309893,-1.459461844
0.3,3.014166783,-1.459305422
0.301,3.005247386,-1.459147369
0.302,2.996340833,-1.458987699
0.303,2.987447218,-1.458826401
0.304,2.978566633,-1.458663486
0.305,2.969699167,-1.458498981
0.306,2.960844911,-1.458332848
0.307,2.952003953,-1.458165114
0.308,2.94317638,-1.457995778
0.309,2.934362278,-1.457824842
0.31,2.925561732,-1.457652306
0.311,2.916774824,-1.457478195
0.312,2.908001639,-1.45730246
0.313,2.899242255,-1.457125178
0.314,2.890496755,-1.456946272
0.315,2.881765216,-1.456765808
0.316,2.873047717,-1.456583748
0.317,2.864344334,-1.456400117
0.318,2.855655143,-1.456214904
0.319,2.846980218,-1.456028123
0.32,2.838319633,-1.455839761
0.321,2.829673459,-1.455649845
0.322,2.821041769,-1.455458336
0.323,2.812424632,-1.455265276
0.324,2.803822117,-1.455070651
0.325,2.795234293,-1.454874449
0.326,2.786661227,-1.454676684
0.327,2.778102983,-1.454477384
0.328,2.769559628,-1.454276496
0.329,2.761031226,-1.454074049
0.33,2.752517838,-1.45387007
0.331,2.744019528,-1.453664506
0.332,2.735536356,-1.453457399
0.333,2.727068382,-1.453248736
0.334,2.718615665,-1.453038519
0.335,2.710178263,-1.452826749
0.336,2.701756233,-1.452613427
0.337,2.693349631,-1.452398554
0.338,2.684958512,-1.452182132
0.339,2.676582931,-1.451964149
0.34,2.668222941,-1.451744618
0.341,2.659878594,-1.451523543
0.342,2.651549942,-1.45130091
0.343,2.643237034,-1.451076749
0.344,2.634939922,-1.450851005
0.345,2.626658653,-1.450623737
0.346,2.618393276,-1.450394903
0.347,2.610143837,-1.450164535
0.348,2.601910383,-1.449932604
0.349,2.593692959,-1.449699127
0.35,2.585491609,-1.449464106
0.351,2.577306377,-1.449227529
0.352,2.569137305,-1.448989412
0.353,2.560984436,-1.448749727
0.354,2.552847811,-1.448508492
0.355,2.544727469,-1.448265724
0.356,2.536623451,-1.44802138
0.357,2.528535794,-1.447775507
0.358,2.520464537,-1.447528063
0.359,2.512409717,-1.447279064
0.36,2.50437137,-1.447028515
0.361,2.496349532,-1.446776401
0.362,2.488344236,-1.446522756
0.363,2.480355518,-1.446267522
0.364,2.472383411,-1.446010731
0.365,2.464427946,-1.445752402
0.366,2.456489155,-1.445492508
0.367,2.44856707,-1.445231034
0.368,2.440661721,-1.444968001
0.369,2.432773137,-1.44470341
0.37,2.424901347,-1.44443725
0.371,2.417046379,-1.444169523
0.372,2.40920826,-1.443900232
0.373,2.401387017,-1.443629366
0.374,2.393582677,-1.443356911
0.375,2.385795263,-1.44308292
0.376,2.378024802,-1.442807314
0.377,2.370271316,-1.442530163
0.378,2.362534829,-1.442251421
0.379,2.354815364,-1.441971092
0.38,2.347112943,-1.44168918
0.381,2.339427586,-1.441405706
0.382,2.331759315,-1.441120622
0.383,2.324108149,-1.440833968
0.384,2.316474108,-1.440545714
0.385,2.30885721,-1.44025588
0.386,2.301257474,-1.439964438
0.387,2.293674917,-1.439671408
0.388,2.286109555,-1.439376795
0.389,2.278561406,-1.439080553
0.39,2.271030485,-1.43878272
0.391,2.263516806,-1.438483302
0.392,2.256020385,-1.43818225
0.393,2.248541235,-1.437879605
0.394,2.241079369,-1.437575354
0.395,2.233634801,-1.437269468
0.396,2.226207541,-1.436962003
0.397,2.218797603,-1.436652878
0.398,2.211404996,-1.436342169
0.399,2.204029732,-1.436029808
0.4,2.19667182,-1.435715839
0.401,2.18933127,-1.43540023
0.402,2.182008091,-1.435082987
0.403,2.17470229,-1.434764135
0.404,2.167413875,-1.434443642
0.405,2.160142854,-1.434121496
0.406,2.152889234,-1.433797704
0.407,2.145653021,-1.433472271
0.408,2.13843422,-1.433145204
0.409,2.131232836,-1.43281649
0.41,2.124048875,-1.432486099
0.411,2.11688234,-1.432154075
0.412,2.109733235,-1.431820386
0.413,2.102601563,-1.43148504
0.414,2.095487328,-1.431148005
0.415,2.088390531,-1.430809326
0.416,2.081311174,-1.430468972
0.417,2.074249258,-1.43012695
0.418,2.067204784,-1.429783248
0.419,2.060177753,-1.429437854
0.42,2.053168165,-1.429090775
0.421,2.046176018,-1.428742039
0.422,2.039201313,-1.428391574
0.423,2.032244047,-1.428039448
0.424,2.025304218,-1.427685629
0.425,2.018381825,-1.427330084
0.426,2.011476865,-1.426972842
0.427,2.004589334,-1.426613912
0.428,1.997719229,-1.42625326
0.429,1.990866546,-1.425890895
0.43,1.984031281,-1.425526806
0.431,1.977213428,-1.425161022
0.432,1.970412982,-1.42479351
0.433,1.963629938,-1.424424258
0.434,1.95686429,-1.424053275
0.435,1.950116031,-1.423680571
0.436,1.943385155,-1.423306113
0.437,1.936671654,-1.422929931
0.438,1.929975521,-1.422551992
0.439,1.923296747,-1.422172327
0.44,1.916635324,-1.421790904
0.441,1.909991244,-1.42140771
0.442,1.903364498,-1.421022755
0.443,1.896755075,-1.420636072
0.444,1.890162967,-1.420247582
0.445,1.883588162,-1.419857364
0.446,1.877030651,-1.419465337
0.447,1.870490423,-1.419071536
0.448,1.863967466,-1.418675971
0.449,1.857461768,-1.418278631
0.45,1.850973318,-1.417879482
0.451,1.844502104,-1.417478534
0.452,1.838048112,-1.417075823
0.453,1.83161133,-1.416671291
0.454,1.825191745,-1.416264949
0.455,1.818789343,-1.415856809
0.456,1.81240411,-1.41544686
0.457,1.806036032,-1.415035091
0.458,1.799685094,-1.414621513
0.459,1.793351281,-1.414206117
0.46,1.787034578,-1.413788889
0.461,1.78073497,-1.41336982
0.462,1.774452441,-1.412948921
0.463,1.768186975,-1.412526182
0.464,1.761938555,-1.412101617
0.465,1.755707165,-1.411675188
0.466,1.749492787,-1.411246935
0.467,1.743295405,-1.410816797
0.468,1.737115,-1.410384838
0.469,1.730951556,-1.40995097
0.47,1.724805053,-1.409515286
0.471,1.718675473,-1.409077722
0.472,1.712562799,-1.408638241
0.473,1.706467009,-1.408196963
0.474,1.700388086,-1.407753746
0.475,1.69432601,-1.407308657
0.476,1.688280761,-1.406861687
0.477,1.682252319,-1.406412823
0.478,1.676240664,-1.405962055
0.479,1.670245775,-1.4055094
0.48,1.664267631,-1.405054846
0.481,1.658306211,-1.404598383
0.482,1.652361494,-1.40414
0.483,1.646433458,-1.403679713
0.484,1.640522082,-1.403217486
0.485,1.634627343,-1.402753362
0.486,1.628749218,-1.402287331
0.487,1.622887686,-1.401819327
0.488,1.617042724,-1.401349395
0.489,1.611214308,-1.400877554
0.49,1.605402415,-1.400403764
0.491,1.599607021,-1.399928045
0.492,1.593828103,-1.399450357
0.493,1.588065637,-1.398970718
0.494,1.582319599,-1.398489119
0.495,1.576589964,-1.398005578
0.496,1.570876707,-1.397520087
0.497,1.565179803,-1.397032634
0.498,1.559499228,-1.396543181
0.499,1.553834955,-1.396051806
0.5,1.54818696,-1.395558411
0.501,1.542555217,-1.395063045
0.502,1.536939699,-1.394565729
0.503,1.53134038,-1.394066424
0.504,1.525757234,-1.393565119
0.505,1.520190234,-1.393061836
0.506,1.514639354,-1.392556535
0.507,1.509104565,-1.3920493
0.508,1.503585842,-1.391539995
0.509,1.498083156,-1.391028738
0.51,1.492596479,-1.390515489
0.511,1.487125784,-1.390000206
0.512,1.481671043,-1.389482911
0.513,1.476232227,-1.388963629
0.514,1.470809308,-1.388442318
0.515,1.465402256,-1.387919034
0.516,1.460011044,-1.387393671
0.517,1.454635641,-1.386866352
0.518,1.449276019,-1.386336968
0.519,1.443932148,-1.385805578
0.52,1.438603998,-1.385272174
0.521,1.433291539,-1.384736747
0.522,1.427994741,-1.384199289
0.523,1.422713574,-1.383659792
0.524,1.417448006,-1.383118317
0.525,1.412198008,-1.382574751
0.526,1.406963549,-1.382029158
0.527,1.401744596,-1.381481599
0.528,1.396541119,-1.38093196
0.529,1.391353087,-1.380380271
0.53,1.386180467,-1.379826594
0.531,1.381023227,-1.379270886
0.532,1.375881335,-1.378713142
0.533,1.370754759,-1.378153353
0.534,1.365643466,-1.377591549
0.535,1.360547424,-1.377027686
0.536,1.355466598,-1.376461869
0.537,1.350400957,-1.375893944
0.538,1.345350466,-1.375324051
0.539,1.340315092,-1.374752112
0.54,1.335294801,-1.374178156
0.541,1.330289559,-1.373602179
0.542,1.325299332,-1.373024175
0.543,1.320324084,-1.372444214
0.544,1.315363781,-1.371862215
0.545,1.310418389,-1.371278172
0.546,1.305487871,-1.370692197
0.547,1.300572193,-1.370104168
0.548,1.295671317,-1.369514238
0.549,1.29078521,-1.368922205
0.55,1.285913834,-1.368328262
0.551,1.281057152,-1.367732368
0.552,1.276215129,-1.367134436
0.553,1.271387726,-1.366534626
0.554,1.266574907,-1.365932812
0.555,1.261776633,-1.365329116
0.556,1.256992868,-1.364723409
0.557,1.252223573,-1.364115813
0.558,1.247468709,-1.363506328
0.559,1.242728238,-1.362894908
0.56,1.23800212,-1.362281638
0.561,1.233290316,-1.361666472
0.562,1.228592786,-1.361049454
0.563,1.22390949,-1.360430583
0.564,1.219240388,-1.359809857
0.565,1.214585438,-1.359187366
0.566,1.2099446,-1.35856302
0.567,1.205317831,-1.357936955
0.568,1.20070509,-1.357309081
0.569,1.196106333,-1.356679537
0.57,1.191521518,-1.356048233
0.571,1.186950602,-1.355415217
0.572,1.18239354,-1.354780585
0.573,1.177850289,-1.354144247
0.574,1.173320801,-1.353506439
0.575,1.168805034,-1.352866888
0.576,1.164302939,-1.352225925
0.577,1.15981447,-1.351583417
0.578,1.15533958,-1.350939418
0.579,1.150878219,-1.350294076
0.58,1.146430341,-1.349647211
0.581,1.141995894,-1.348999118
0.582,1.137574827,-1.348349761
0.583,1.13316709,-1.347699101
0.584,1.12877263,-1.347047297
0.585,1.124391393,-1.346394412
0.586,1.120023326,-1.34574041
0.587,1.115668371,-1.345085554
0.588,1.111326472,-1.344429763
0.589,1.106997571,-1.343773154
0.59,1.102681608,-1.343115848
0.591,1.098378521,-1.342457969
0.592,1.094088248,-1.341799538
0.593,1.089810723,-1.341140786
0.594,1.085545879,-1.340481792
0.595,1.081293647,-1.33982269
0.596,1.077053954,-1.339163719
0.597,1.072826726,-1.338504967
0.598,1.068611885,-1.337846683
0.599,1.06440935,-1.337189066
0.6,1.060219034,-1.336532482
0.601,1.056040848,-1.335877087
0.602,1.051874696,-1.335223313
0.603,1.047720494,-1.334570558
0.604,1.043578167,-1.333918375
0.605,1.039447644,-1.333266579
0.606,1.03532886,-1.332614874
0.607,1.031221748,-1.3319634
0.608,1.027126239,-1.331312304
0.609,1.023042261,-1.33066179
0.61,1.018969734,-1.33001235
0.611,1.014908571,-1.32936443
0.612,1.01085867,-1.328718943
0.613,1.00681991,-1.328077054
0.614,1.002792134,-1.327440936
0.615,0.998775281,-1.326805101
0.616,0.994769399,-1.326163185
0.617,0.990774637,-1.325509166
0.618,0.986791236,-1.324837424
0.619,0.982819522,-1.324142635
0.62,0.978859888,-1.323420429
0.621,0.974912786,-1.32266681
0.622,0.97097871,-1.321878702
0.623,0.967058175,-1.321054222
0.624,0.963151705,-1.320192156
0.625,0.959259816,-1.319292292
0.626,0.955383008,-1.318354891
0.627,0.951521755,-1.317380837
0.628,0.9476765,-1.316371341
0.629,0.943847657,-1.315327512
0.63,0.940035608,-1.31425068
0.631,0.936240704,-1.313142146
0.632,0.932463268,-1.312003053
0.633,0.928703591,-1.310834847
0.634,0.924961939,-1.309638557
0.635,0.921238555,-1.308415112
0.636,0.917533654,-1.30716582
0.637,0.913847431,-1.305891489
0.638,0.91018006,-1.30459303
0.639,0.906531694,-1.303271396
0.64,0.902902469,-1.301927295
0.641,0.899292501,-1.300561686
0.642,0.895701892,-1.299175136
0.643,0.892130729,-1.297768315
0.644,0.888579083,-1.296342001
0.645,0.885047012,-1.294896783
0.646,0.881534561,-1.293433285
0.647,0.878041765,-1.291951933
0.648,0.874568645,-1.290453484
0.649,0.871115215,-1.288938191
0.65,0.867681476,-1.287406793
0.651,0.864267422,-1.285859593
0.652,0.860873037,-1.28429715
0.653,0.857498297,-1.282719895
0.654,0.854143173,-1.281128033
0.655,0.850807625,-1.279522283
0.656,0.84749161,-1.277902731
0.657,0.844195075,-1.27627006
0.658,0.840917965,-1.274624308
0.659,0.837660217,-1.272966036
0.66,0.834421764,-1.271295484
0.661,0.831202533,-1.269613083
0.662,0.828002449,-1.267918932
0.663,0.82482143,-1.266213584
0.664,0.821659391,-1.26449726
0.665,0.818516245,-1.262770099
0.666,0.8153919,-1.261032529
0.667,0.81228626,-1.259284905
0.668,0.809199228,-1.257527314
0.669,0.806130703,-1.255760139
0.67,0.803080582,-1.253983585
0.671,0.800048761,-1.252197772
0.672,0.79703513,-1.25040332
0.673,0.79403958,-1.248600178
0.674,0.791062001,-1.246788493
0.675,0.788102278,-1.244968833
0.676,0.785160297,-1.243141166
0.677,0.782235941,-1.241305881
0.678,0.779329093,-1.239463063
0.679,0.776439635,-1.237612911
0.68,0.773567445,-1.235755953
0.681,0.770712405,-1.233891869
0.682,0.767874391,-1.232021426
0.683,0.765053281,-1.23014453
0.684,0.762248953,-1.228261309
0.685,0.759461282,-1.226372236
0.686,0.756690145,-1.224477228
0.687,0.753935416,-1.222576778
0.688,0.751196971,-1.220670808
0.689,0.748474684,-1.218759714
0.69,0.74576843,-1.216843544
0.691,0.743078083,-1.214922588
0.692,0.740403517,-1.212997024
0.693,0.737744607,-1.211066911
0.694,0.735101226,-1.209132682
0.695,0.73247325,-1.207194154
0.696,0.729860551,-1.205252027
0.697,0.727263006,-1.203305867
0.698,0.724680488,-1.201356388
0.699,0.722112872,-1.199403545
0.7,0.719560034,-1.197447416
0.701,0.71702185,-1.195488216
0.702,0.714498194,-1.193526434
0.703,0.711988944,-1.191561754
0.704,0.709493976,-1.189594674
0.705,0.707013167,-1.187625288
0.706,0.704546395,-1.185653688
0.707,0.702093538,-1.183680111
0.708,0.699654474,-1.181704796
0.709,0.697229084,-1.179727553
0.71,0.694817245,-1.177749206
0.711,0.69241884,-1.175769127
0.712,0.690033748,-1.173788151
0.713,0.687661852,-1.171805936
0.714,0.685303033,-1.169823035
0.715,0.682957174,-1.167839401
0.716,0.68062416,-1.165854983
0.717,0.678303873,-1.163870504
0.718,0.675996199,-1.161885604
0.719,0.673701024,-1.15990054
0.72,0.671418234,-1.157915577
0.721,0.669147716,-1.15593082
0.722,0.666889358,-1.153946372
0.723,0.664643048,-1.151962503
0.724,0.662408676,-1.14997915
0.725,0.660186132,-1.147996581
0.726,0.657975306,-1.146015069
0.727,0.655776091,-1.144034376
0.728,0.653588379,-1.142054942
0.729,0.651412063,-1.140076868
0.73,0.649247037,-1.138100254
0.731,0.647093197,-1.13612502
0.732,0.644950437,-1.134151794
0.733,0.642818654,-1.132180317
0.734,0.640697746,-1.13021068
0.735,0.63858761,-1.12824334
0.736,0.636488147,-1.126277836
0.737,0.634399254,-1.12431518
0.738,0.632320834,-1.122354533
0.739,0.630252787,-1.120396727
0.74,0.628195016,-1.118441469
0.741,0.626147423,-1.116489224
0.742,0.624109914,-1.114539493
0.743,0.622082392,-1.112593127
0.744,0.620064763,-1.110649815
0.745,0.618056934,-1.108709628
0.746,0.616058811,-1.106773036
0.747,0.614070304,-1.104839506
0.748,0.61209132,-1.10290991
0.749,0.610121771,-1.1009835
0.75,0.608161565,-1.09906136
0.751,0.606210615,-1.097142728
0.752,0.604268834,-1.095227861
0.753,0.602336133,-1.093317444
0.754,0.600412427,-1.091410897
0.755,0.598497632,-1.089508264
0.756,0.596591661,-1.087610445
0.757,0.594694432,-1.085716626
0.758,0.592805863,-1.083827056
0.759,0.59092587,-1.081942429
0.76,0.589054373,-1.08006212
0.761,0.587191292,-1.078186377
0.762,0.585336546,-1.076315675
0.763,0.583490058,-1.074449364
0.764,0.58165175,-1.072587912
0.765,0.579821543,-1.070731796
0.766,0.577999362,-1.068880342
0.767,0.576185132,-1.067033789
0.768,0.574378777,-1.065192609
0.769,0.572580224,-1.063356339
0.77,0.5707894,-1.061525212
0.771,0.569006231,-1.059699701
0.772,0.567230648,-1.057878843
0.773,0.565462577,-1.05606407
0.774,0.563701951,-1.054253919
0.775,0.561948699,-1.052449585
0.776,0.560202753,-1.050650559
0.777,0.558464045,-1.048857064
0.778,0.556732508,-1.047069071
0.779,0.555008076,-1.045286547
0.78,0.553290684,-1.043509456
0.781,0.551580266,-1.041738264
0.782,0.549876758,-1.039972678
0.783,0.548180098,-1.038212393
0.784,0.546490223,-1.03645787
0.785,0.544807071,-1.034709056
0.786,0.543130581,-1.032965894
0.787,0.541460692,-1.031228586
0.788,0.539797345,-1.029496803
0.789,0.538140481,-1.027770738
0.79,0.536490042,-1.02605032
0.791,0.53484597,-1.024335739
0.792,0.533208208,-1.022626917
0.793,0.5315767,-1.02092377
0.794,0.529951392,-1.019225933
0.795,0.528332227,-1.017534414
0.796,0.526719152,-1.015848292
0.797,0.525112113,-1.014168021
0.798,0.523511059,-1.012492939
0.799,0.521915935,-1.010824341
0.8,0.520326693,-1.009160429
0.801,0.518743279,-1.007503066
0.802,0.517165645,-1.005850718
0.803,0.51559374,-1.004204403
0.804,0.514027517,-1.002563135
0.805,0.512466926,-1.000927939
0.806,0.510911921,-0.999297814
0.807,0.509362454,-0.997673496
0.808,0.507818479,-0.996054555
0.809,0.50627995,-0.994441142
0.81,0.504746822,-0.992833111
0.811,0.503219051,-0.991230309
0.812,0.501696592,-0.989633181
0.813,0.500179403,-0.988040969
0.814,0.498667441,-0.986454113
0.815,0.497160663,-0.984872755
0.816,0.495659028,-0.983296421
0.817,0.494162495,-0.981725245
0.818,0.492671024,-0.98015905
0.819,0.491184574,-0.978598279
0.82,0.489703107,-0.977042127
0.821,0.488226583,-0.975491345
